ID,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Product_importance_encoded,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,Gender_M,Cost_per_gram,Discount_percentage,Customer_engagement,Is_expensive,Prior_purchases_category_encoded
3207,-1.0,4,-0.4634146341463415,-1.0,-0.8333333333333334,0.308051705341847,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.35427852909318475,-155.3030303030303,-4.0,0,2
3208,1.0,4,0.1585365853658536,2.0,0.1666666666666666,0.0744432331412552,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.14755231405046326,14.385964912280697,4.0,1,0
3209,0.5,1,-0.7926829268292683,-1.0,0.3333333333333333,0.4005606603332814,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,-0.5659754334672225,160.78431372549022,0.5,0,2
3210,0.5,2,-0.5,-1.0,0.0,0.5254633234698645,0,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-0.32776927003573253,0.0,1.0,0,2
3211,-0.5,2,-0.4024390243902439,-1.0,-0.1666666666666666,0.3927737112599284,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.2889478894788948,-27.891156462585027,-1.0,0,2
3212,-0.5,5,0.4512195121951219,-1.0,-0.5,-0.0417380470331724,0,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.47087282428163135,-34.45378151260504,-2.5,1,2
3213,0.0,5,0.3536585365853658,0.0,-0.8333333333333334,0.236723251829933,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.28596416867077623,-61.561561561561575,0.0,1,2
3214,-0.5,4,-0.048780487804878,0.0,0.5,0.0775580127705964,1,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.045269477120266174,52.564102564102555,-2.0,0,2
3215,0.5,2,-0.8414634146341463,1.0,0.3333333333333333,-0.0376888335150288,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.8744192564113697,210.25641025641022,1.0,0,0
3216,-0.5,1,-0.2195121951219512,0.0,0.5,0.1236567512848466,0,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-0.19535520511130267,64.0625,-0.5,0,2
3217,-0.5,4,-0.7317073170731707,-1.0,-0.3333333333333333,0.4940040492135181,1,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-0.48976260637202435,-124.24242424242422,-2.0,0,2
3218,0.0,1,-0.6097560975609756,1.0,-0.1666666666666666,0.0881482635103566,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-0.560361228343928,-42.708333333333314,0.0,0,0
3219,0.0,2,-0.048780487804878,0.0,-1.0,0.0716399314748481,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.04551947568596449,-105.12820512820511,0.0,0,2
3220,0.5,3,-0.024390243902439,-1.0,0.0,0.3332814203395109,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.018293395175512303,0.0,1.5,0,2
3221,-0.5,1,0.5975609756097561,-1.0,0.3333333333333333,0.223952655349634,1,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.4882222960160636,20.865139949109412,-0.5,1,2
3222,-0.5,4,-0.7195121951219512,-1.0,-0.6666666666666666,0.414888646628251,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-0.5085292025182223,-237.6811594202898,-2.0,0,2
3223,-0.5,4,0.1097560975609756,-1.0,0.3333333333333333,0.0193116337019155,0,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.10767668486463322,30.03663003663003,-2.0,1,2
3224,0.5,4,0.6707317073170732,0.0,-0.6666666666666666,0.1059025073976016,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.6065016607073549,-39.90267639902676,2.0,1,2
3225,-0.5,4,-1.1829268292682926,0.0,-0.1666666666666666,-0.0320822301822146,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.2221356670525674,91.11111111111111,-2.0,0,2
3226,0.0,4,-0.7682926829268293,-1.0,-0.6666666666666666,-0.0137050303691013,1,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.7789684694573141,-287.719298245614,0.0,0,2
3227,0.0,2,0.6951219512195121,0.0,-0.5,0.1850179099828687,1,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.5865919370193833,-29.496402877697843,0.0,1,2
3228,-0.5,3,-0.1097560975609756,0.0,0.5,0.4874630119919015,0,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-0.07378744659606579,56.16438356164384,-1.5,0,2
3229,0.5,3,-0.048780487804878,2.0,0.3333333333333333,0.3993147484815449,1,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-0.03486026846912873,35.04273504273504,1.5,0,0
3230,0.0,1,-0.9878048780487804,-1.0,0.1666666666666666,0.0398691792555676,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-0.9499318738881561,1366.6666666666524,0.0,0,2
3231,0.5,2,0.0121951219512195,2.5,-0.3333333333333333,0.325805949229092,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.00919827065062615,-32.93172690763052,1.0,1,1
3232,-1.0,3,-0.902439024390244,0.0,-0.8333333333333334,0.1688210559102943,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.7720934011472028,-854.1666666666679,-3.0,0,2
3233,-0.5,3,0.5,-1.0,0.1666666666666666,0.562529201059025,1,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.3199940197348749,11.111111111111107,-1.5,1,2
3234,-1.0,5,-0.6707317073170732,0.0,-0.3333333333333333,0.012770596480299,0,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-0.6622740723793521,-101.23456790123457,-5.0,0,2
3235,0.5,3,-0.5487804878048781,-1.0,0.1666666666666666,0.3747079894097492,1,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-0.3991978602237592,36.936936936936924,1.5,0,2
3236,0.5,4,-0.3902439024390244,-1.0,-0.8333333333333334,0.1261485749883195,1,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-0.3465296774389401,-136.66666666666666,2.0,0,2
3237,-1.0,5,0.2073170731707317,-1.0,0.5,0.0800498364740694,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.19195139536110575,41.41414141414141,-5.0,1,2
3238,-0.5,4,-0.4512195121951219,0.0,-0.1666666666666666,0.0921974770285002,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.41312997116852673,-30.37037037037036,-2.0,0,2
3239,0.0,3,0.4390243902439024,0.0,-0.6666666666666666,0.2821990344183149,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.34239956392033244,-46.32768361581921,0.0,1,2
3240,0.0,2,-0.8414634146341463,0.0,-0.5,0.3030680579349011,1,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.645755537870904,-315.38461538461536,0.0,0,2
3241,-1.0,5,-1.1829268292682926,0.0,-0.8333333333333334,0.0370658775891605,1,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.1406477204883176,455.5555555555557,-5.0,0,2
3242,-0.5,4,-0.5365853658536586,0.0,-0.3333333333333333,0.1766080049836474,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-0.45604429307032984,-71.9298245614035,-2.0,0,2
3243,0.0,4,-0.5,0.0,0.3333333333333333,0.3840523282977729,1,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.36125801732868235,66.66666666666666,0.0,0,2
3244,0.0,2,0.2195121951219512,0.0,0.1666666666666666,0.1585422831334683,1,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.18947275236967986,13.66666666666666,0.0,1,2
3245,-0.5,2,0.2073170731707317,1.0,-0.5,0.4239215075533406,0,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.14559585768667485,-41.41414141414141,-1.0,1,0
3246,-0.5,4,-0.951219512195122,0.0,-0.8333333333333334,0.1168042361002959,1,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-0.8517334385448164,-1708.3333333333358,-2.0,0,2
3247,0.0,1,-0.3048780487804878,0.0,-0.3333333333333333,0.1080828531381404,1,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-0.27514011963731727,-47.95321637426901,0.0,0,2
3248,0.5,4,0.0975609756097561,0.0,0.0,0.3709702538545398,0,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.07116199300127728,0.0,2.0,1,2
3249,0.0,3,-0.8048780487804879,0.0,0.0,0.2756579971966983,1,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.6309512820436469,0.0,0.0,0,2
3250,0.5,2,0.6219512195121951,-1.0,0.0,0.4095935212583709,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.44122735393744394,0.0,1.0,1,2
3251,0.0,1,-0.4024390243902439,-1.0,-0.6666666666666666,0.5382339199501636,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.26162407366708074,-111.56462585034012,0.0,0,2
3252,1.0,5,-0.3048780487804878,-1.0,-0.5,0.5447749571717801,1,2,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-0.1973608177456913,-71.9298245614035,5.0,0,2
3253,-0.5,2,-0.6585365853658537,0.0,-0.1666666666666666,0.2052639775735866,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.5463836948745506,-48.809523809523796,-1.0,0,2
3254,-0.5,3,0.2560975609756097,0.0,0.5,0.0115246846285625,0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.25317974426857426,39.80582524271845,-1.5,1,2
3255,-0.5,4,-1.3902439024390243,0.0,-0.5,0.0130820744432331,0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.3722914830993043,128.12500000000003,-2.0,0,2
3256,0.5,5,-0.9634146341463414,1.0,0.0,0.5033483881015418,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.6408458889312812,0.0,2.5,0,0
3257,0.5,2,-0.9390243902439024,0.0,-0.1666666666666666,0.2286248247936458,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,-0.7642889605471033,-273.333333333333,1.0,0,2
3258,0.0,2,0.0975609756097561,0.0,0.3333333333333333,0.3700358199657374,0,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.07121052908835329,30.370370370370363,0.0,1,2
3259,0.5,1,0.3902439024390244,0.0,0.5,-0.0221149353683226,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.39906929408520075,35.96491228070175,0.5,1,2
3260,-0.5,3,-0.1463414634146341,0.0,0.1666666666666666,0.4164460364429216,1,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.10331594684830848,19.52380952380951,-1.5,0,2
3261,0.0,5,0.7195121951219512,0.0,-1.0,0.2784612988631054,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5627954446190825,-58.15602836879433,0.0,1,2
3262,0.5,1,0.4146341463414634,-1.0,0.3333333333333333,0.5394798318019001,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.26933392550920954,23.563218390804597,0.5,1,2
3263,0.0,4,-0.1829268292682926,1.0,-0.3333333333333333,0.0140165083320355,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.18039827533891978,-40.79601990049751,0.0,0,0
3264,0.0,3,-0.0609756097560975,0.0,0.0,-0.0140165083320355,1,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0,-0.06184242461600095,0.0,0.0,0,2
3265,0.0,5,0.024390243902439,-1.0,-0.8333333333333334,0.2354773399781965,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.01974155503561841,-81.34920634920636,0.0,1,2
3266,0.0,2,0.1585365853658536,0.0,-0.8333333333333334,0.0526397757358666,1,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.15060858331619265,-71.92982456140352,0.0,1,2
3267,-0.5,1,0.024390243902439,1.0,-0.5,0.0831646161034106,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.022517578159246706,-48.80952380952381,-0.5,1,0
3268,-1.0,3,0.3414634146341463,-1.0,-1.0,0.5429060893941754,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.22131185882364524,-74.54545454545455,-3.0,1,2
3269,0.5,4,0.0365853658536585,0.0,0.1666666666666666,0.2491823703472979,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.02928744971279656,16.078431372549012,2.0,1,2
3270,-1.0,2,-0.6585365853658537,0.0,0.3333333333333333,0.1445257748014328,0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.5753794277635251,97.61904761904762,-2.0,0,2
3271,0.5,3,-0.8902439024390244,-1.0,-0.5,0.3451175829310076,0,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-0.6618335183004488,-455.5555555555556,1.5,0,2
3272,0.5,4,0.5975609756097561,-1.0,-0.3333333333333333,0.1389191714686186,0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5246737350458421,-20.865139949109412,2.0,1,2
3273,0.5,4,-0.524390243902439,1.0,0.0,0.3768883351502881,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.38085168601940517,0.0,2.0,0,0
3274,-0.5,5,-0.2317073170731707,-1.0,-0.5,0.2227067434978975,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.1895035897244719,-65.07936507936508,-2.5,0,2
3275,-0.5,5,0.2804878048780488,0.0,-0.5,0.4398068836629808,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.19480932343125487,-39.04761904761905,-2.5,1,2
3276,-1.0,5,0.3292682926829268,1.0,-0.5,0.480921974770285,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.22234006807414797,-37.61467889908257,-5.0,1,0
3277,-0.5,4,-0.975609756097561,0.0,0.3333333333333333,0.0252297149976639,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.9516011307766123,1366.6666666666654,-2.0,0,2
3278,0.5,5,-0.7073170731707317,0.0,-0.3333333333333333,0.3890359757047189,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.5092143656048064,-113.88888888888886,2.5,0,2
3279,-0.5,4,-0.0365853658536585,-1.0,-0.1666666666666666,0.5765457093910605,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.023206029254800083,-17.29957805907172,-2.0,0,2
3280,-0.5,2,0.3536585365853658,-1.0,-0.3333333333333333,0.1931163370191559,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.29641580256032285,-24.624624624624623,-1.0,1,2
3281,0.0,3,-0.2195121951219512,-1.0,0.0,-0.010278772776826,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.2217919441192838,0.0,0.0,0,2
3282,-0.5,3,0.3414634146341463,-1.0,0.0,0.2526086279395733,0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.27260183828992335,0.0,-1.5,1,2
3283,-0.5,4,-0.4756097560975609,0.0,-0.6666666666666666,0.0934433888802367,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.43496513942493076,-127.13178294573642,-2.0,0,2
3284,-1.0,2,-0.7195121951219512,0.0,-1.0,0.313035352748793,0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.5479762548781935,-356.52173913043475,-2.0,0,2
3285,0.0,1,-0.1707317073170731,-1.0,0.3333333333333333,0.2052639775735866,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14165503200451304,40.19607843137255,0.0,0,2
3286,-0.5,3,-0.2804878048780488,0.0,-0.5,0.1361158698022115,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.24688309734365335,-69.49152542372882,-1.5,0,2
3287,0.0,5,0.0853658536585365,0.0,-0.1666666666666666,0.5438405232829777,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05529447658039573,-15.355805243445689,0.0,1,2
3288,-0.5,1,-0.9634146341463414,0.0,0.3333333333333333,0.1127550225821523,0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.8657922135554456,911.1111111111102,-0.5,0,2
3289,-0.5,2,-0.7560975609756098,1.0,0.0,0.5587914655038156,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.4850536955764202,0.0,-1.0,0,0
3290,-1.0,5,-0.5121951219512195,-1.0,0.0,0.1557389814670612,0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.4431754316195635,0.0,-5.0,0,2
3291,0.5,2,0.4756097560975609,-1.0,-0.8333333333333334,0.4653480766235788,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3245711811991114,-56.473829201101935,1.0,1,2
3292,0.5,1,0.6829268292682927,-1.0,0.5,0.3771998131132222,0,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.49588071590316724,29.71014492753623,0.5,1,2
3293,-1.0,4,-0.9146341463414634,1.0,-0.6666666666666666,0.2778383429372372,0,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.7157667097694742,-780.9523809523812,-4.0,0,0
3294,0.5,2,0.524390243902439,1.0,0.3333333333333333,0.2924778071951409,0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.40572475672943265,21.866666666666664,1.0,1,0
3295,0.0,1,-0.7195121951219512,0.0,-0.3333333333333333,0.0417380470331724,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.690684378065189,-118.8405797101449,0.0,0,2
3296,-0.5,5,-1.0853658536585369,-1.0,-0.3333333333333333,0.2441987229403519,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.8723412374942378,390.4761904761891,-2.5,0,2
3297,0.5,4,0.2317073170731707,-1.0,0.0,0.1395421273944868,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20333370000366668,0.0,2.0,1,2
3298,-0.5,3,-0.1097560975609756,-1.0,-0.1666666666666666,0.2616414888646628,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.08699467997025359,-18.721461187214604,-1.5,0,2
3299,0.5,4,0.3536585365853658,0.0,-0.5,0.0844105279551471,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3261297520342717,-36.936936936936945,2.0,1,2
3300,0.0,4,-0.073170731707317,0.0,0.5,0.2398380314592742,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.059016363307710394,53.94736842105263,0.0,0,2
3301,-0.5,1,0.1951219512195122,0.0,-0.1666666666666666,0.0756891449929917,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.18139250742442273,-13.945578231292513,-0.5,1,2
3302,0.0,5,-0.1097560975609756,0.0,-0.3333333333333333,0.2491823703472979,1,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.08786234913838976,-37.44292237442922,0.0,0,2
3303,-0.5,4,-0.5365853658536586,-1.0,-0.8333333333333334,0.4718891138451954,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3645555638711609,-179.8245614035088,-2.0,0,2
3304,0.0,2,0.0975609756097561,-1.0,-0.3333333333333333,0.0370658775891605,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09407403880316022,-30.370370370370363,0.0,1,2
3305,0.5,4,-0.3414634146341463,-1.0,-0.6666666666666666,0.0199345896277838,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.33478952288377667,-101.23456790123456,2.0,0,2
3306,0.5,1,-0.073170731707317,-1.0,0.1666666666666666,0.3329699423765768,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.05489300949791827,17.98245614035087,0.5,0,2
3307,0.0,3,0.1097560975609756,0.0,0.3333333333333333,0.544463479208846,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.07106422329726977,30.03663003663003,0.0,1,2
3308,0.5,3,-0.7317073170731707,-1.0,0.1666666666666666,-0.0445413486995795,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-0.765817878227682,62.12121212121209,1.5,0,2
3309,0.5,3,0.2560975609756097,1.0,0.5,-0.0429839588849088,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2676000714441643,39.80582524271845,1.5,1,0
3310,0.0,3,0.6951219512195121,0.0,-1.0,-0.0037377355552094,0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6977298810036716,-58.992805755395686,0.0,1,2
3311,0.0,5,0.4390243902439024,0.0,-0.8333333333333334,0.3292322068213674,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.33028419563633243,-57.909604519774014,0.0,1,2
3312,0.0,2,-0.0975609756097561,-1.0,-0.5,0.3145927425634636,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-0.07421384011257481,-55.4054054054054,0.0,0,2
3313,-0.5,1,-0.7439024390243902,0.0,0.5,0.302756579971967,1,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-0.5710218243844124,195.23809523809524,-0.5,0,2
3314,0.0,4,-0.024390243902439,-1.0,-0.1666666666666666,-0.0099672948138919,1,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.02463579614559711,-17.08333333333333,0.0,0,2
3315,1.0,4,-0.5609756097560976,-1.0,-0.1666666666666666,0.4787416290297461,0,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.37936012535480806,-37.962962962962955,4.0,0,2
3316,-0.5,1,-0.524390243902439,-1.0,0.5,0.3831178944089705,1,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.3791363310547868,105.12820512820514,-0.5,0,2
3317,-0.5,5,-1.0,-1.0,0.5,0.0974926023983803,1,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,-0.9111678728536967,96.40336856959615,-2.5,0,2
3318,0.5,3,-0.8902439024390244,0.0,0.3333333333333333,0.2205263977573586,0,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-0.7293934027766972,303.7037037037037,1.5,0,2
3319,-0.5,2,0.4878048780487805,-1.0,-1.0,0.0576234231428126,0,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.461227377698604,-67.21311475409836,-1.0,1,2
3320,0.0,4,-0.6707317073170732,-1.0,-0.1666666666666666,0.3339043762653792,0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.50283342588242,-50.61728395061728,0.0,0,2
3321,-1.0,4,-0.2439024390243902,-1.0,-0.5,0.203706587758916,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.20262615616193683,-66.12903225806451,-4.0,0,2
3322,0.0,3,-0.4390243902439024,2.5,-0.1666666666666666,0.0168198099984426,0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.43176223154481497,-29.71014492753622,0.0,0,1
3323,-0.5,4,-0.7682926829268293,0.0,-0.8333333333333334,0.4868400560660333,1,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,-0.5167285343116341,-359.6491228070176,-2.0,0,2
3324,0.5,1,0.3658536585365853,-1.0,-0.3333333333333333,-0.0074754711104189,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.36860918585649055,-24.404761904761905,0.5,1,2
3325,-0.5,2,0.2804878048780488,0.0,0.1666666666666666,0.3544619218190313,1,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.20708430437184677,13.01587301587301,-1.0,1,2
3326,-0.5,1,0.3292682926829268,0.0,0.3333333333333333,0.3223796916368167,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.24899678569274208,25.076452599388382,-0.5,1,2
3327,0.0,2,-0.7073170731707317,0.0,-0.6666666666666666,0.5525619062451331,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.45558059251973804,-227.77777777777771,0.0,0,2
3328,0.0,3,0.3536585365853658,0.0,-1.0,0.2716087836785547,0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2781189789852583,-73.87387387387389,0.0,1,2
3329,0.5,5,0.0609756097560975,-1.0,-0.5,0.0436069148107771,0,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.058427755595269665,-47.12643678160921,2.5,1,2
3330,0.0,5,-0.5609756097560976,-1.0,-0.8333333333333334,0.5067746456938171,0,2,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-0.3723022625575093,-189.81481481481484,0.0,0,2
3331,1.0,3,0.1219512195121951,2.5,0.1666666666666666,0.470954679956393,0,2,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.08290617051220803,14.855072463768112,3.0,1,1
3332,0.0,4,0.024390243902439,-1.0,-0.8333333333333334,0.526709235321601,1,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.015975696837453927,-81.34920634920636,0.0,1,2
3333,-0.5,1,-0.3292682926829268,2.0,-0.1666666666666666,0.1710014016508332,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.28118522507209376,-24.848484848484837,-0.5,0,0
3334,0.5,3,-0.1219512195121951,0.0,-1.0,-0.0348855318486217,1,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.12635933201352342,-113.88888888888889,1.5,0,2
3335,1.0,5,0.6341463414634146,2.0,0.5,-0.0028033016664071,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.6359290424077129,30.597014925373134,5.0,1,0
3336,-0.5,4,-0.4268292682926829,-1.0,-0.8333333333333334,0.2435757670144837,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.3432273928249614,-145.39007092198582,-2.0,0,2
3337,-0.5,4,-0.3658536585365853,0.0,0.5,0.1952966827596947,0,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-0.30607769921347416,78.84615384615384,-2.0,0,2
3338,1.0,2,-0.1219512195121951,1.0,-0.8333333333333334,0.0878367855474225,0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.11210433507341515,-94.9074074074074,2.0,0,0
3339,-0.5,4,0.5,-1.0,0.0,0.0570004672169444,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4730366877854722,0.0,-2.0,1,2
3340,0.0,1,0.7073170731707317,-1.0,-0.3333333333333333,0.343560193116337,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.526449858215981,-19.523809523809526,0.0,1,2
3341,0.0,3,-0.3414634146341463,-1.0,0.0,0.2485594144214296,1,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,-0.2734859156000815,0.0,0.0,0,2
3342,0.5,4,-0.8170731707317073,1.0,-0.1666666666666666,0.0685251518455069,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-0.7646737835983518,-91.11111111111106,2.0,0,0
3343,-0.5,4,-0.8414634146341463,0.0,-0.5,0.3775112910761564,1,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-0.6108577258751671,-315.38461538461536,-2.0,0,2
3344,0.5,1,0.5,0.0,-0.1666666666666666,0.4877744899548357,0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.33607243797759867,-11.111111111111107,0.5,1,2
3345,-0.5,4,-0.9878048780487804,-1.0,0.0,0.1600996729481389,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.8514827657338191,0.0,-2.0,0,2
3346,0.0,1,-0.7195121951219512,1.0,-1.0,0.2603955770129263,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.5708622025056281,-356.52173913043475,0.0,0,0
3347,0.0,5,-0.7682926829268293,1.0,0.5,0.2015262420183772,0,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,-0.6394306308584797,215.78947368421052,0.0,0,0
